dataset,seed,probability_calibration,n_samples,n_features,positive_rate,model_train_n,model_train_class_0,model_train_class_1,model_train_positive_rate,probability_calibration_n,probability_calibration_class_0,probability_calibration_class_1,probability_calibration_positive_rate,conformal_calibration_n,conformal_calibration_class_0,conformal_calibration_class_1,conformal_calibration_positive_rate,test_n,test_class_0,test_class_1,test_positive_rate
diabetes130us,606,sigmoid,101766,49,0.11159915885462728,48847,43396,5451,0.11159334247753189,12212,10849,1363,0.11161152964297412,20353,18082,2271,0.11158060236820125,20354,18082,2272,0.11162425076152108
diabetes130us,606,isotonic,101766,49,0.11159915885462728,48847,43396,5451,0.11159334247753189,12212,10849,1363,0.11161152964297412,20353,18082,2271,0.11158060236820125,20354,18082,2272,0.11162425076152108
miniboone,7,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,7,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,7,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,19,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,19,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,19,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,31,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,31,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,31,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,42,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,42,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,42,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,101,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,101,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,101,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,202,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,202,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,202,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,303,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,303,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,303,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,404,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,404,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,404,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,505,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,505,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,505,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,606,none,130064,50,0.28062338541025955,78038,56139,21899,0.2806196980957995,0,0,0,,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,606,sigmoid,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
miniboone,606,isotonic,130064,50,0.28062338541025955,62430,44911,17519,0.2806182924875861,15608,11228,4380,0.2806253203485392,26013,18713,7300,0.2806289163110752,26013,18713,7300,0.2806289163110752
fraud,7,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,7,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,7,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,19,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,19,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,19,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,31,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,31,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,31,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,42,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,42,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,42,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,101,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,101,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,101,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,202,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,202,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,202,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,303,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,303,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,303,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,404,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,404,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,404,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,505,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,505,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,505,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,606,none,284807,29,0.001727485630620034,170884,170589,295,0.0017263172678542169,0,0,0,,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,606,sigmoid,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
fraud,606,isotonic,284807,29,0.001727485630620034,136707,136471,236,0.001726319793426818,34177,34118,59,0.0017263071656377096,56961,56863,98,0.0017204754130018785,56962,56863,99,0.0017380007724447878
mammography,7,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,7,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,7,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,19,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,19,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,19,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,31,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,31,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,31,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,42,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,42,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,42,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,101,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,101,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,101,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,202,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,202,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,202,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,303,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,303,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,303,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,404,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,404,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,404,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,505,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,505,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,505,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,606,none,11183,6,0.023249575248144506,6709,6553,156,0.02325234759278581,0,0,0,,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,606,sigmoid,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
mammography,606,isotonic,11183,6,0.023249575248144506,5367,5242,125,0.0232904788522452,1342,1311,31,0.023099850968703428,2237,2185,52,0.0232454179704962,2237,2185,52,0.0232454179704962
sick_numeric,7,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,7,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,7,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,19,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,19,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,19,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,31,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,31,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,31,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,42,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,42,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,42,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,101,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,101,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,101,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,202,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,202,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,202,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,303,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,303,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,303,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,404,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,404,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,404,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,505,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,505,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,505,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,606,none,3772,29,0.0612407211028632,2263,2124,139,0.06142288996906761,0,0,0,,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,606,sigmoid,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
sick_numeric,606,isotonic,3772,29,0.0612407211028632,1810,1699,111,0.06132596685082873,453,425,28,0.06181015452538632,754,708,46,0.0610079575596817,755,709,46,0.060927152317880796
wilt,7,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,7,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,7,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,19,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,19,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,19,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,31,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,31,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,31,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,42,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,42,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,42,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,101,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,101,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,101,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,202,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,202,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,202,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,303,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,303,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,303,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,404,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,404,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,404,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,505,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,505,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,505,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,606,none,4839,5,0.05393676379417235,2903,2746,157,0.054081984154323116,0,0,0,,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,606,sigmoid,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
wilt,606,isotonic,4839,5,0.05393676379417235,2322,2196,126,0.05426356589147287,581,550,31,0.05335628227194492,968,916,52,0.05371900826446281,968,916,52,0.05371900826446281
ozone_level_8hr,7,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,7,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,7,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
